SSN,FN,LN,DOB,SEX,ADDR,CITY,STATE,ZIP,PHONE
0111100000000000000000100001101000001000100000101001000000000010010000001000010010000000100000000000,1000000000000000000000110000000000000010001100000011000100100000110000000000000000010000000010000000,0000010000100000011000001000000000000000000000000000000000100000100100010100001000000000001000000000,0010001010000000000000000000000000000000000000000000100011000010000010100011000000000100010000001000,0000001000000000000000000000000000000000100000000000000000000000000000000000000000000100000001000000,0001100010110001100011100000011000011001001100001010001000010000010101010001010000110000000000000010,0000001010111001000000000000000000000010100000001000000001000000000000000000001000100001100100101000,0000000010000000000000100000000000000000010010001000000000000000000000000010000000000000000000000000,0000001100000000000000100000000000000000010000100000000000011000010000000010000000000110000000000000,1010000010000000000000001000100000000000010000010000000001000010000001001000010000000110000000001000
1100001000000001001000001000100000100001000000000000100000000000100010100011000000001000000000000100,0000000000100100000000000000000000000000000000001000000000000000010010000000001101010100000100001101,0000001001000001000010000000000000000000100000001000000000000000000001000000000000100001101000000000,0010000110000000000000000000001100010000000000101010000001010000000000000001010000100010000000000000,0000001000000000000000000000000000000000100000000000000000000000000000000000000000000100000001000000,1001000010100001000011000000010000100100101001011101000001100001010101110010100001100000000110100000,0000010000100101000001000000000001000010000000000100000000100100000000000000000100100001001000000000,0000000000110000000000000000000000000001100000000000000000000000000000000000001000010000000000000000,1101000000100000000001100001010000000000000000000000001000000000000110010000000000000000000000000000,0011000000000000100010110001000000000001000001010000001000110010001110000001001000000000000000000000
0001100010000010011011000000010010001000001001000000000000000000110000010001001000000000000000100000,0000000000100100000000000000011000000000000000000000001000000110000000000000001100000101000000000100,1000000000000000000000000110100000000001000000000011001100010000000000000000000000010000000000000100,0010000010000000000000000100001000010000000100001010000001110000000000000001000000000000010000000000,0000001000000000000000000000000000000000100000000000000000000000000000000000000000000100000001000000,1011101111000100010111110000110001000001000001000000000101000000010001000110010100110000000000000000,0000100000010000000001000000000000001001000011000000000100000000010001000100111000010000000100000100,0000000000000000000010000000000000000100000000000000000000000000000000000000000000101011000000000000,0011000010000000000010000000000000100001000000010001000001001010000000000010000000000000000000000000,0101010010100001000000100000001000000000100011101000100000101001000000010000010000000000000001001001
0010000100110010000001000000011000000000000100001000100001000000100000111000000010000000010000000000,0000000000100000010000000011000110000000000001011001001110000000000000000111000101000000000000000000,0000100000000000000000000001000000000000000001000001000001101010001010001000000000000000000000001001,0000000010000000000000000000100000110000000001000110000011000100000001001000010000000000010000000000,0000001000000000000000000000000000000000100000000000000000000000000000000000000000000100000001000000,0001000011100101010100100001001000110001100101000111001000000100011011010001001101010001101000000000,1001100010000101000000110000100000000001000000000001000000001000010001000100000100010100000000000100,0000000000110000000000000000000000000001100000000000000000000000000000000000001000010000000000000000,0001000000000000000001000100010000011000000010000010000000000000100000100000000000000000000000000000,0011000000000000100000000001001100001000100001011000000000110010010000000101010000000100000000001000
0101000000000000000000010001110000000000110000000100001000000010010000101000011001000010010000000000,1000000000000000000100100001100100000100100000001001000000000000000000000000000000000010000001000000,0000110001100000000000010000000101000100000000001000000000000000110000000000001000010010000100001000,0010000010000000000000000000000000000000000000010000100011000010000000100000000000000100010000001011,0000000000000000000000000100000000000100000000000000000000010000000000000000000000000010000000000000,0001100011100000110001100001100100111101100001011011000100000001011001011000000110000010100000000000,0000000000100001000000000001011000100100000100001000000000000010000000011110000000000001000100000001,0000000001000000000000000000001010000000000100000000000000000000000000000000000000000000000000100001,0001000000000001000010100000000100000000001000000000000000000000000100010000010001000000010000000000,0011100101000000000110000000000110100011001000010000001000000010010000000000110001000100000010000000
0110100000000000001000000000000100100000010001000000000010000000000010000001010000000110010000001100,0000100000000000000000000000000000000000010001000000000100001000010000100100000100000000010000000010,1010000010000000000000100010100000000000001000001000000000010001100000000010000000000000000000000000,1010000000000000100100000000000100000000000000010100000000000010000100100001000001000010000000000000,0000001000000000000000000000000000000000100000000000000000000000000000000000000000000100000001000000,0001110000110100001010000000010000100101000000011110100000100010010000010111000011100000110100001010,0000010100100101001010000000000000000100010100000000100000000000000000000000000100100011100000000000,0000000000000000000000010000000000100000000000000001000000000101000000000000000000000001000000000000,0100010000000000000000100001000000000000000010100000000000001010001000000000010000000000100001000000,0100010000100000100000100000000100000000000111010000000000101000000000010001000000001100010000001000
0101100000000000100010100000000100000000000011010001000000000010010000000001010011000000010000000000,0000000010000001000000000000111100000000000100000000000000010000010000000000000000000000000100100000,0000100101000000000010000000010000110000000000000000000000001001010000000000000000100100000010000010,0010101010000000000000000000000100000000000000000000000001000010000000000011000000000010000010000000,0000000000000000000000000100000000000100000000000000000000010000000000000000000000000010000000000000,0001001100100001000011001001110000001011100001000001000101100000010000101010101000010001001100011000,0010000000100000000010110000000001000100000000000001000000000000000010000000000000110011100000000000,0001000010100000000000100000000000000000000000000000000000000000000000010000000010000000000000000000,1011000010000000000010000000000100010000000000000011000000100010000100000000000000000000000000000000,0011000100000000000000000010000110000000000011100010001000000010010010000001011001000010100000000000
0101100101000000000000000000000000101000001001100011000000000010100000100000000010000001100000000110,0000000010000100000000010000000010000001000000000001000001000000000000000000001100010100000010100000,0001011000000000000010000000000000000000100000000100000001000000000100100000010000100000101000010000,0010000010000000000000000000000001000100000100000100000001000010000000110000000000000000010000000000,0000001000000000000000000000000000000000100000000000000000000000000000000000000000000100000001000000,0001111011001001000010100001010000010111100001000000000100101010010100000010110000100000001110000000,0000100001001100000010000001000000000101001000001001000001101000000000011110001110100011100000000010,0000000000000000000100000000100000000000000010000000000000000000000000100000000000000000010000001000,0010100110000000000000000001000000100000000001000000000000000000001000000000010000100000000000100000,0011100110000000000010100001010100010001000000000010000000000010000100000001011000100000000000000001
0000000010000000000100000101000000000000010000000001000011101010001001000010010000100010010000000000,0000011000000000010010010010000000000001100000001000000000010000000000000100000100100001100000000010,0000000000000000001010000000010010011000000001100000000100000000010000010001000000000000001100000010,0010000010000000000000000010001001000000000000001010000001000010000000000000010000100100000000101000,0000000000000000000000000100000000000100000000000000000000010000000000000000000000000010000000000000,0011111001001001000010100000000100010101000000100100001000101010010100000110010010110000101000000000,0000000100000000000010100000011011000100000101000000000100000000010000010100001100100111100100100100,0000000000001100000000010000000000000000000000000001000000000000000000001000000010000000000000000000,0100000000000000000000100001001000000000100000101100000000000000000000100000000000010000100001000000,1100000100000000100000100000000000000000000001110000000000000010000110000001010010100100000000001100
1011010000000000000000000000000010001000100000100100000000001001101100100000001000000110000000001000,0000000011000100000001000000000001001100001110000000000000000000000001010000000000100010000000000010,0010000000100001000010000010000000000000000000000000001000000000000010011000001000110000000000000011,1000000010010010000000001101000001000000100010000010000001000000000000000000000000000001000000000000,0000001000000000000000000000000000000000100000000000000000000000000000000000000000000100000001000000,0001000000000100010000100000000001001011100001010000000101101011011000000000011101010010010001000000,0000000000000001000000000000100010100000000000001010001000000001010001010100000000000100010000100010,0000000000000000000000000000000000100010000000000000000000110000000000000000000000000001000000000000,0000000001010010000000000100000000000000001001000000000000100000010000000001000000010100000001000000,0010010000100000000000100000110000000000000011000100000001011000000000101001111000010100000000001000
0000000110000011010000000000000010000000001000010001000011000000000000101000001000001100010000001000,0000000000000100000000010010000000000000000010000011001100000000000010010000000100010000000000001010,0000000000000000100110000000100000000000000001000100000000000000010000000001000000100000001100000000,1010000000100000000000000000000100010000000000000010000001000010010110000001000000000010000000000000,0000000000000000000000000100000000000100000000000000000000010000000000000000000000000010000000000000,1001000000000001000001000011101101100001101101001011000001010001010101000101000100010001001000000000,0000010000000001010000000000000010100000000000000010001001000011000000010100000000000000010001100000,0000000010000000000000100000000000000000010010001000000000000000000000000010000000000000000000000000,0000010000000000000000000000000000010000000010000110000000001100000000000000100000011000010001000000,1110001000000000000000101000100000100000000000100000000000010010010110000010000000100100100000000101
1000000010100000000000000000000110001000000001100001100001000001010110001000011001000000010000000000,0000000000000001000000100001010000000000100010000001001000000000000110000110000000010000000000001000,0000000000000000000000001001001000000001000000000001000000000000101000000110001000010000000000000100,0000000010000000000001000001010110000000001000000000000001000000000010010000011000100000000000100000,0000000000000000000000000100000000000100000000000000000000010000000000000000000000000010000000000000,1001010100000001001010000011110100000001000010100011001000001000011101000001010010110100000010001000,0000000000000000010000000000000010100000000000000010000000000001000000000101100000100001111001001000,0000000000110000000000000000000000000001100000000000000000000000000000000000001000010000000000000000,0000000100100000100101000000010000000000000000010000000010000000000000011000000001000000010000000000,0000001000000000100001100000010000000000000101010000000000101000010100000010000000001100010000000001
0001000010000001000001000100010011101000001010010000000001000000000000100000011000100100000000000001,0000100000101000010000010001010000000000000000000000000000010001000000011000000000100000100001000000,0001000000000000000010000000000000000100000000000000000000000000000000000001000000100011000000000000,1010000010000001000000000000100001000000000000000000000001000000000100001000010000001110000000000001,0000001000000000000000000000000000000000100000000000000000000000000000000000000000000100000001000000,0001100000110001001010000101010001100001100010011010001101000010011010000000000100110010100100000010,0000000000000001010000000000100010100000000001000010101000000001011000000001000000000000010000000000,0000000000000000000000001000000000100000000000000010100000000001000000000000000000000000010000000000,0100000000000000000000000100101100000000000000001011100000100000000000001000010000000000000000000000,0000000100000000100000100010000000000000001011010010100000100000000001011001010011000000010000001000
0010000000010010010100000000000100010001000010000110000000000110000000000001100000110000000001000000,0010100000110000000010000000000000010000000000000010100000100000000000010000000000100000000000000001,0000000000100000000010100001000010010100100000000011000001100000000000000000000000100011110000000001,0100100110000000000000100000000000100000000001000001000011000000010010000000000010000000010000100000,0000001000000000000000000000000000000000100000000000000000000000000000000000000000000100000001000000,1111010000100100000010110000001000100101001001001111000001100000110100010110001110100001001000000100,0000000000000001000010000000010000000001001001100000001100000000111000010000001000010000000100000110,0000000000000000000010000000000000000100000000001000000000000000000000000010000000000011000000000000,0100000000000001000000010000100000000000000001000010101000000000000000100001000000001001000000000000,0010100100100000000000000000001110000000000000011011000001010010000000100001011010000000000000000001
0010010010010010001100000000000000100000000000010000000001000010000000000000000010000100000000000001,0000100010010000000000100000001000000010001000000000000000000000000110000000000000010100000000000100,0000000000000000000010000000000000000100000000001000000000000000000000000000000000100011100000000010,0000010110100000001000100000000000000000000001000000000001001010000000000001000011000000000000000010,0000000000000000000000000100000000000100000000000000000000010000000000000000000000000010000000000000,0001010010100001000100100000100000010001000010000110001100001100010011010000100000010000000001001000,1000001000000000010100110000000000000001100001101000000100000000011000000010001000010001001100000110,0000000000000000000000010000000000000100000000000001000000000000000000010000000000000010000000000010,0010000000100001000000100000010000000000000000000000000000000000000010010001011000001000000000000000,0000100010100000000010000000000010100001000011000000000001000010010010010101010000100000000000000010
0000000000000001000000000001100000000000100000000000100000001010001010101011010000000000000000000010,0000100010001100010010000001000000000001000000000000000000001000001000001000001010100001000000100000,0000000100000000000000001000010000000000001100000001100000000000110000000000000000010110010010000100,0000000010100000000000000000000000000000000000000010100011000000000001110000010001000001010000001000,0000001000000000000000000000000000000000100000000000000000000000000000000000000000000100000001000000,0001010000100000000001000001000000100101010100001100100000110001010001010110101011000010010000001000,0000001000000101001000100000000000000011110011001000000100010000010010101010001000010001000100000100,0000000000001001000000000000000000000100000000000000001000000000010000000000000000000010000000000000,0010000010000000000000000000000000000000000000010000000011000010010010000000000000000100010000001000,0111000000000000000000100001000000000000110011000000001000010010001000100001000010000100000000001100
0000010000000000000010000001000010100001000011000000000000101000000010000001100000011000010001000000,0001001000001000000000000001110010000001000000000000100000010000000000001101000110000001000000000000,0000100100010001001000000000000000000011000000001010001000000100000000000000000000010000000000000010,0000000010000001000000000000001000000000000000011011000001000010000000000000000000001001000000000010,0000000000000000000000000100000000000100000000000000000000010000000000000000000000000010000000000000,1011010000100001001000110000001001000001001000011001001101001010111100000000001110010010001000000100,1000000000000010000000110000000000100000011000000001100000000010101000000100001100000000000000001100,0000000000000000010000000001000000000000000001000001000000000000000000000001000000000000000010000000,1000000010000000100000000100000000010000000000010011000000100000000100000000000000000000000000000000,0111000001000000001000000001010010100000001001000000001000000000111000000000001010010000000001000100
0000010010000000001000000001001001100001000100001100000001001000000000010000100000000000010010000000,0010000000100000010000010000000000001000010010010000010000100000000010000000000000000000000000000000,0000000111000000000000101000010001000000000000000000100000000000000000000000000000000000000000000000,0010000010000000000000000001000000000000010000000001000001010010010000000000000010000110000100001000,0000001000000000000000000000000000000000100000000000000000000000000000000000000000000100000001000000,0001000010100101000010110001000100000001101101000001001001010010010101010111000110100001001000000010,0000100000110001000000000000000000000000011000011000101000001000101010001110101100000000000000001001,0000000000000000000000000010000001000000000000010100000000000000000000000000000010100000000000000000,1000000001000000000000001001000000000000101000000001000000000000000000010000000010010000000010000000,0000110011000000100000000000000000111001001001010010000000011000010000000001000000000100000010100000
0010100100000000000000000001000000100001010000110000000001000000000010000000110001100010110010000000,0000000011010001000000100001000001000000100000000000001000000000000000000000000000000001000000100000,0000000001000000100100000001000000000000001100010001000000000000000000000010000001100000000001000000,0110101110000000000000100001000000000000000000000000000001000010010010000010000000000000000000000000,0000001000000000000000000000000000000000100000000000000000000000000000000000000000000100000001000000,0001000000000001100000001101000001000011000011011100101101110000011011100001001110010010000000000000,0000000001000001110000000000000000000000011101000000100100000000011000000100100100100010000000000000,0000000001000000000000000000001010000000000100000000000000000000000000000000000000000000000000100001,1001010010100000000000000000000000000000100000000001000001001010000100000000000010000000000000000000,0010001010100000000000000001000100000000001000000100000001000010010010010011110000000000000010000000
0011100010100000000010000010000000100010000001010010100000000000010000110000000000000110000000100000,0000000011010001000000100001000001000000100000000000001000000000000000000000000000000001000000100000,0000100010100100010000000000000000001001000011000000000001000000011000010000001100010001001100000000,1001101101000000000100000100000000000000100100000001000000100000000100000000000011000000010000000000,0000001000000000000000000000000000000000100000000000000000000000000000000000000000000100000001000000,0001010000100100100010000001001000000101000100000100000000101010010000010110001010101011010000000010,1000000000000000000001110000000000000010010000000001100000100000000000000000000000000000000000000010,0000000000000000000000010000000000000000000000000001000001000000000100000000000100000000001000000000,0000000000100000000100000000000000000000000000010100000001000100010010000000000001000000010000000000,1010000010100000000000000000100000000000010000000100000000010100000000011000000001000110010100101000
0001001001000000000011100100010000001000100010100001000000000001000100000000000010010000000001000000,0000100010001100010010000001000000000001000000000000000000001000001000001000001010100001000000100000,0000000000000110010100010000000000000001000000000000000000000001010000000000001010110000100001001100,0000010110000000100000000000001000000000000001011011000011001000000000000001000001000000010000000000,0000000000000000000000000100000000000100000000000000000000010000000000000000000000000010000000000000,0001110100100000000000000001010100000111100001010100001110100000010010000110011010110000100000000001,1000000010100001101100100001001000000111001100000001000000100000010001000000001000000110000001000000,0000000000000000000000010000000000000100000000000001000000000000000000010000000000000010000000000010,0000000000000000000000000001100000100001100000010000000001000000000000001000010000100100000000001000,0110000010000010010000000001000000001010000000010000000001000010111011100000010000010000000010000100
0001000010100000000101100000010000001000000000000000000000000010100000110000110000111000010000000000,0000010011000101010010100000000001000000000001000000000000000000010000010100000100110000000000000000,0000100000000000000000000000000000001000000101000100000100001000000000000000000010000000000000000000,0100000010000000001001000001010000000000000000010010000001000010100010000000000000000001000000000100,0000001000000000000000000000000000000000100000000000000000000000000000000000000000000100000001000000,1011000010000100010010000000101011011001000000010110000001000110010011000011000101110110110000001000,0000100000010001100000000000000000000010000000000100101000101001000100000000000000000011001000000000,0000000010000000000000100000000000000000010010001000000000000000000000000010000000000000000000000000,0000100100000000000001100001010000000000000000100000000000000001001010000000010000000000000000000000,1010010001010010001100000011000000000010001000010010000000000010001100000000000000101100010000001000
0000000000000001000101100000010000100000001000000100100000001000100010100011010000000100000000000000,0000000000000000000010001000000000000000000000110000100000000000010010000000000001010001001101000000,0000000001000001000000000000000000000100101000001000000000000001010010000010000000011011000100000000,0010000010000000000000000000100000100001000000000001000011000010000000001000000010000100010000001000,0000001000000000000000000000000000000000100000000000000000000000000000000000000000000100000001000000,0011111111000001010110110000110101000101000001000100001100100010010000000110010110010000000000000000,0000000000000001000010000001000010000100000000011001000000000000000010000010000001100011110000001000,0000000000000000000000000000000000100011000000000000000000100000000000100000000000010000000000000000,1001000100000000000000001001000000000000101000000000001000000000001000011000000000000000000000000000,0010001100100000000100000001100100000000000000110000000001000011000010101011000001000000000000000000
0000000110000000000000000000100000101101000001100111000000000000000000111001010000100000000000000001,0000100000000000000000000000000000000000010001000000000100001000010000100100000100000000010000000010,0000100001000000000010000100000110000000000000001100000000001000000100000001000000100001001000000000,0010000010000000000000000000001100110000000001001010000011010000000000000001000000000010010000000000,0000001000000000000000000000000000000000100000000000000000000000000000000000000000000100000001000000,0001010000000000010000000001001110011111101001010110100100100010010010011111011111100100110000001000,0000100100000000000011000001010010010000001000000000000000001000000010011100000000100000000010101001,0000000000000000000000000000000000100010000000000000000000110000000000000000000000000001000000000000,0010000010000000000000000000000000000100000000010001000001000010000000100000000000000000000000000000,0001001011000000000011000000010110001000001100000000100000000000000000100011001000000100010000000001
1000000010000000000010000001000010000000010000000000000001000010001010000001010001001010010000001000,0000000000000000000000001000000000000000000101000000000100000000010000001000000000000000000100001001,0000000000010001000001000001000100000000000000000000001000000000000000001000000100100001000000000101,0000000110100000000000000000100000100001000000100001000001000010010000001000000010000100000000000010,0000000000000000000000000100000000000100000000000000000000010000000000000000000000000010000000000000,1001100000010101000111000001111010011000100011000100000000000000011011100011100000100100000100001000,0000000100100001000001000000000000000000000000000010001000000000000010001000000000000000000000001001,0000000000000000000000000000100000000000000011000000000100000000000000000000000000000000010000001000,0100000010000000000000000100000000000000000001000001100000100000000001001001010000000000000000000100,0001100100100000000000100000110000000000100000110100000001001110000000001010011000000000000010000000
0011000010100000000010000110100000100001010000000010000000110000000000011000000000000010000100000001,1010000000000000101000100000000000001000001111000000000100100000010000000000000000010010000100000000,0000000001000000000100100001000000000100100000000001000000000000001000000000000100100000000001000000,0001010010000000000000100000000000000000100000110000100001001001000000100000010000000100000000000001,0000001000000000000000000000000000000000100000000000000000000000000000000000000000000100000001000000,0001011100000001000110100100010000000001100000000000001000011000010010001010100011011001010100000001,0000100000000000000000010010100000000001000000001000101000010001000110000110001100011001000000000100,0000000000000000000010000000000000000100000000000000000000000000000000000000000000101011000000000000,0000000010000001000010000000000010000001000001000100000000000010000000010001000000001000000000000000,0110000010000000000100000000000100101011000001010000000000000010000000000000010000100100000000001101
1000000010000000000000101001000001100101000001100001100001100001000000101000010000000000000000000000,0000000010000001000000000000111100000000000100000000000000010000010000000000000000000000000100100000,0000000000000100011000000000000000000000000001000000000000000000000001010001000100000001000001000010,1011000000010010000100000001000100000000000000000000001000000010001100000001000001000100000000000001,0000001000000000000000000000000000000000100000000000000000000000000000000000000000000100000001000000,0001001000000101010010000100010000010000110000100100000001010001010000100010100000101000100100000000,1000000000000001000000100000000010000001001000001000001000000000100001000001001000010000000000000100,0000000001100000000000000000000000000000000000000000000000000000000000001000001000000000000000000001,0000000000000001000000000000000000000000001011000111000000000000000000100000000000001100000000000001,0010000000000000000100010001000000100000010001000010001010001000001000100010000000000001010000000000
0000001000000000000000100100000000000000011000000011000000111000000100000010010000100110000100000000,0010000100000000001001010000000000000000011001000001000000100000000000001000000000000010000010000000,0010100000000100000010000010010000000100000000000000101000001000000100000010000100100010000000000000,0110100010000000000000000000001000000000000000001011000001000010010001000000010010000101000000001100,0000000000000000000000000100000000000100000000000000000000010000000000000000000000000010000000000000,0001100010110100001010100000010000100001001001011011000000000010010101010111000010100000100100000010,0000000001000101000010000001000000010001000001001100000100000000010000000010001010010001000100000101,0000000000000000000000000001001000100000000000100000000000000001000000000000000000000000001000000000,0000010100000000100000000001000000000000000000110000000000001001001000000000000001010000000010000000,0010000010000010010000010011000010000010000000110010001000000010001000000000011000000000100000000011
